trial_id,algorithm,n,mode,time_ms,calls,comparisons,swaps,mean_time_ms,median_time_ms
50,ExpoSort,16,sorted,8.6666,65535,32767,0,8.719223762376238,8.6835
51,ExpoSort,16,sorted,8.7221,65535,32767,0,8.719223762376238,8.6835
52,ExpoSort,16,sorted,8.6534,65535,32767,0,8.719223762376238,8.6835
53,ExpoSort,16,sorted,9.0723,65535,32767,0,8.719223762376238,8.6835
54,ExpoSort,16,sorted,8.6235,65535,32767,0,8.719223762376238,8.6835
55,ExpoSort,16,sorted,8.6984,65535,32767,0,8.719223762376238,8.6835
56,ExpoSort,16,sorted,8.6464,65535,32767,0,8.719223762376238,8.6835
57,ExpoSort,16,sorted,8.6805,65535,32767,0,8.719223762376238,8.6835
58,ExpoSort,16,sorted,8.9863,65535,32767,0,8.719223762376238,8.6835
59,ExpoSort,16,sorted,8.8569,65535,32767,0,8.719223762376238,8.6835
60,ExpoSort,16,sorted,8.6885,65535,32767,0,8.719223762376238,8.6835
61,ExpoSort,16,sorted,8.7026,65535,32767,0,8.719223762376238,8.6835
62,ExpoSort,16,sorted,8.7695,65535,32767,0,8.719223762376238,8.6835
63,ExpoSort,16,sorted,8.6413,65535,32767,0,8.719223762376238,8.6835
64,ExpoSort,16,sorted,8.7068,65535,32767,0,8.719223762376238,8.6835
65,ExpoSort,16,sorted,8.6292,65535,32767,0,8.719223762376238,8.6835
66,ExpoSort,16,sorted,8.685,65535,32767,0,8.719223762376238,8.6835
67,ExpoSort,16,sorted,8.6832,65535,32767,0,8.719223762376238,8.6835
68,ExpoSort,16,sorted,8.6674,65535,32767,0,8.719223762376238,8.6835
69,ExpoSort,16,sorted,8.7037,65535,32767,0,8.719223762376238,8.6835
70,ExpoSort,16,sorted,8.6697,65535,32767,0,8.719223762376238,8.6835
71,ExpoSort,16,sorted,8.909,65535,32767,0,8.719223762376238,8.6835
72,ExpoSort,16,sorted,8.6548,65535,32767,0,8.719223762376238,8.6835
73,ExpoSort,16,sorted,8.7072,65535,32767,0,8.719223762376238,8.6835
74,ExpoSort,16,sorted,8.6634,65535,32767,0,8.719223762376238,8.6835
75,ExpoSort,16,sorted,8.7203,65535,32767,0,8.719223762376238,8.6835
76,ExpoSort,16,sorted,8.695,65535,32767,0,8.719223762376238,8.6835
77,ExpoSort,16,sorted,8.6406,65535,32767,0,8.719223762376238,8.6835
78,ExpoSort,16,sorted,8.6853,65535,32767,0,8.719223762376238,8.6835
79,ExpoSort,16,sorted,8.6205,65535,32767,0,8.719223762376238,8.6835
80,ExpoSort,16,sorted,8.6587,65535,32767,0,8.719223762376238,8.6835
81,ExpoSort,16,sorted,8.6411,65535,32767,0,8.719223762376238,8.6835
82,ExpoSort,16,sorted,8.6889,65535,32767,0,8.719223762376238,8.6835
83,ExpoSort,16,sorted,8.6598,65535,32767,0,8.719223762376238,8.6835
84,ExpoSort,16,sorted,8.6519,65535,32767,0,8.719223762376238,8.6835
85,ExpoSort,16,sorted,8.6709,65535,32767,0,8.719223762376238,8.6835
86,ExpoSort,16,sorted,8.7073,65535,32767,0,8.719223762376238,8.6835
87,ExpoSort,16,sorted,8.6894,65535,32767,0,8.719223762376238,8.6835
88,ExpoSort,16,sorted,8.627,65535,32767,0,8.719223762376238,8.6835
89,ExpoSort,16,sorted,8.6799,65535,32767,0,8.719223762376238,8.6835
90,ExpoSort,16,sorted,8.6299,65535,32767,0,8.719223762376238,8.6835
91,ExpoSort,16,sorted,10.0829,65535,32767,0,8.719223762376238,8.6835
92,ExpoSort,16,sorted,8.846,65535,32767,0,8.719223762376238,8.6835
93,ExpoSort,16,sorted,8.6911,65535,32767,0,8.719223762376238,8.6835
94,ExpoSort,16,sorted,8.7038,65535,32767,0,8.719223762376238,8.6835
95,ExpoSort,16,sorted,8.6303,65535,32767,0,8.719223762376238,8.6835
96,ExpoSort,16,sorted,8.7029,65535,32767,0,8.719223762376238,8.6835
97,ExpoSort,16,sorted,8.6587,65535,32767,0,8.719223762376238,8.6835
98,ExpoSort,16,sorted,8.6954,65535,32767,0,8.719223762376238,8.6835
99,ExpoSort,16,sorted,8.6354,65535,32767,0,8.719223762376238,8.6835
100,ExpoSort,16,sorted,8.7173,65535,32767,0,8.719223762376238,8.6835
101,ExpoSort,16,sorted,8.7538,65535,32767,0,8.719223762376238,8.6835
1,ExpoSort,20,sorted,140.6453,1048575,524287,0,138.04712277227722,137.6717
2,ExpoSort,20,sorted,141.481,1048575,524287,0,138.04712277227722,137.6717
3,ExpoSort,20,sorted,140.9164,1048575,524287,0,138.04712277227722,137.6717
4,ExpoSort,20,sorted,140.8373,1048575,524287,0,138.04712277227722,137.6717
5,ExpoSort,20,sorted,140.4031,1048575,524287,0,138.04712277227722,137.6717
6,ExpoSort,20,sorted,140.2965,1048575,524287,0,138.04712277227722,137.6717
7,ExpoSort,20,sorted,140.9864,1048575,524287,0,138.04712277227722,137.6717
8,ExpoSort,20,sorted,142.1491,1048575,524287,0,138.04712277227722,137.6717
9,ExpoSort,20,sorted,140.3606,1048575,524287,0,138.04712277227722,137.6717
10,ExpoSort,20,sorted,140.4416,1048575,524287,0,138.04712277227722,137.6717
11,ExpoSort,20,sorted,141.1518,1048575,524287,0,138.04712277227722,137.6717
12,ExpoSort,20,sorted,140.9099,1048575,524287,0,138.04712277227722,137.6717
13,ExpoSort,20,sorted,140.4488,1048575,524287,0,138.04712277227722,137.6717
14,ExpoSort,20,sorted,142.2584,1048575,524287,0,138.04712277227722,137.6717
15,ExpoSort,20,sorted,142.8989,1048575,524287,0,138.04712277227722,137.6717
16,ExpoSort,20,sorted,142.2083,1048575,524287,0,138.04712277227722,137.6717
17,ExpoSort,20,sorted,142.073,1048575,524287,0,138.04712277227722,137.6717
18,ExpoSort,20,sorted,146.3709,1048575,524287,0,138.04712277227722,137.6717
19,ExpoSort,20,sorted,143.027,1048575,524287,0,138.04712277227722,137.6717
20,ExpoSort,20,sorted,140.8267,1048575,524287,0,138.04712277227722,137.6717
21,ExpoSort,20,sorted,142.1686,1048575,524287,0,138.04712277227722,137.6717
22,ExpoSort,20,sorted,141.116,1048575,524287,0,138.04712277227722,137.6717
23,ExpoSort,20,sorted,142.614,1048575,524287,0,138.04712277227722,137.6717
24,ExpoSort,20,sorted,133.4712,1048575,524287,0,138.04712277227722,137.6717
25,ExpoSort,20,sorted,132.0523,1048575,524287,0,138.04712277227722,137.6717
26,ExpoSort,20,sorted,135.5917,1048575,524287,0,138.04712277227722,137.6717
27,ExpoSort,20,sorted,133.5709,1048575,524287,0,138.04712277227722,137.6717
28,ExpoSort,20,sorted,134.6708,1048575,524287,0,138.04712277227722,137.6717
29,ExpoSort,20,sorted,136.3494,1048575,524287,0,138.04712277227722,137.6717
30,ExpoSort,20,sorted,135.2739,1048575,524287,0,138.04712277227722,137.6717
31,ExpoSort,20,sorted,136.8083,1048575,524287,0,138.04712277227722,137.6717
32,ExpoSort,20,sorted,139.6439,1048575,524287,0,138.04712277227722,137.6717
33,ExpoSort,20,sorted,139.0574,1048575,524287,0,138.04712277227722,137.6717
34,ExpoSort,20,sorted,161.4848,1048575,524287,0,138.04712277227722,137.6717
35,ExpoSort,20,sorted,194.1682,1048575,524287,0,138.04712277227722,137.6717
36,ExpoSort,20,sorted,148.9026,1048575,524287,0,138.04712277227722,137.6717
37,ExpoSort,20,sorted,139.001,1048575,524287,0,138.04712277227722,137.6717
38,ExpoSort,20,sorted,138.474,1048575,524287,0,138.04712277227722,137.6717
39,ExpoSort,20,sorted,139.727,1048575,524287,0,138.04712277227722,137.6717
40,ExpoSort,20,sorted,137.8335,1048575,524287,0,138.04712277227722,137.6717
41,ExpoSort,20,sorted,138.5276,1048575,524287,0,138.04712277227722,137.6717
42,ExpoSort,20,sorted,137.5879,1048575,524287,0,138.04712277227722,137.6717
43,ExpoSort,20,sorted,137.5712,1048575,524287,0,138.04712277227722,137.6717
44,ExpoSort,20,sorted,137.7896,1048575,524287,0,138.04712277227722,137.6717
45,ExpoSort,20,sorted,137.8138,1048575,524287,0,138.04712277227722,137.6717
46,ExpoSort,20,sorted,137.6717,1048575,524287,0,138.04712277227722,137.6717
47,ExpoSort,20,sorted,137.5015,1048575,524287,0,138.04712277227722,137.6717
48,ExpoSort,20,sorted,137.8015,1048575,524287,0,138.04712277227722,137.6717
49,ExpoSort,20,sorted,138.1605,1048575,524287,0,138.04712277227722,137.6717
50,ExpoSort,20,sorted,137.9206,1048575,524287,0,138.04712277227722,137.6717
51,ExpoSort,20,sorted,138.0034,1048575,524287,0,138.04712277227722,137.6717
52,ExpoSort,20,sorted,138.0938,1048575,524287,0,138.04712277227722,137.6717
53,ExpoSort,20,sorted,137.957,1048575,524287,0,138.04712277227722,137.6717
54,ExpoSort,20,sorted,140.0976,1048575,524287,0,138.04712277227722,137.6717
55,ExpoSort,20,sorted,136.4061,1048575,524287,0,138.04712277227722,137.6717
56,ExpoSort,20,sorted,141.1011,1048575,524287,0,138.04712277227722,137.6717
57,ExpoSort,20,sorted,139.5407,1048575,524287,0,138.04712277227722,137.6717
58,ExpoSort,20,sorted,139.3526,1048575,524287,0,138.04712277227722,137.6717
59,ExpoSort,20,sorted,140.221,1048575,524287,0,138.04712277227722,137.6717
60,ExpoSort,20,sorted,139.8777,1048575,524287,0,138.04712277227722,137.6717
61,ExpoSort,20,sorted,138.4722,1048575,524287,0,138.04712277227722,137.6717
62,ExpoSort,20,sorted,130.9382,1048575,524287,0,138.04712277227722,137.6717
63,ExpoSort,20,sorted,130.8912,1048575,524287,0,138.04712277227722,137.6717
64,ExpoSort,20,sorted,133.1245,1048575,524287,0,138.04712277227722,137.6717
65,ExpoSort,20,sorted,131.9902,1048575,524287,0,138.04712277227722,137.6717
66,ExpoSort,20,sorted,135.2128,1048575,524287,0,138.04712277227722,137.6717
67,ExpoSort,20,sorted,133.9102,1048575,524287,0,138.04712277227722,137.6717
68,ExpoSort,20,sorted,134.7319,1048575,524287,0,138.04712277227722,137.6717
69,ExpoSort,20,sorted,135.6602,1048575,524287,0,138.04712277227722,137.6717
70,ExpoSort,20,sorted,138.8326,1048575,524287,0,138.04712277227722,137.6717
71,ExpoSort,20,sorted,137.3099,1048575,524287,0,138.04712277227722,137.6717
72,ExpoSort,20,sorted,132.0863,1048575,524287,0,138.04712277227722,137.6717
73,ExpoSort,20,sorted,131.1872,1048575,524287,0,138.04712277227722,137.6717
74,ExpoSort,20,sorted,132.339,1048575,524287,0,138.04712277227722,137.6717
75,ExpoSort,20,sorted,131.5126,1048575,524287,0,138.04712277227722,137.6717
76,ExpoSort,20,sorted,134.9699,1048575,524287,0,138.04712277227722,137.6717
77,ExpoSort,20,sorted,134.6799,1048575,524287,0,138.04712277227722,137.6717
78,ExpoSort,20,sorted,134.9519,1048575,524287,0,138.04712277227722,137.6717
79,ExpoSort,20,sorted,134.6209,1048575,524287,0,138.04712277227722,137.6717
80,ExpoSort,20,sorted,135.0477,1048575,524287,0,138.04712277227722,137.6717
81,ExpoSort,20,sorted,136.7506,1048575,524287,0,138.04712277227722,137.6717
82,ExpoSort,20,sorted,134.836,1048575,524287,0,138.04712277227722,137.6717
83,ExpoSort,20,sorted,134.5417,1048575,524287,0,138.04712277227722,137.6717
84,ExpoSort,20,sorted,135.1322,1048575,524287,0,138.04712277227722,137.6717
85,ExpoSort,20,sorted,135.8889,1048575,524287,0,138.04712277227722,137.6717
86,ExpoSort,20,sorted,138.6054,1048575,524287,0,138.04712277227722,137.6717
87,ExpoSort,20,sorted,136.2609,1048575,524287,0,138.04712277227722,137.6717
88,ExpoSort,20,sorted,136.6154,1048575,524287,0,138.04712277227722,137.6717
89,ExpoSort,20,sorted,134.3667,1048575,524287,0,138.04712277227722,137.6717
90,ExpoSort,20,sorted,133.3738,1048575,524287,0,138.04712277227722,137.6717
91,ExpoSort,20,sorted,135.8395,1048575,524287,0,138.04712277227722,137.6717
92,ExpoSort,20,sorted,130.9499,1048575,524287,0,138.04712277227722,137.6717
93,ExpoSort,20,sorted,132.4198,1048575,524287,0,138.04712277227722,137.6717
94,ExpoSort,20,sorted,131.9611,1048575,524287,0,138.04712277227722,137.6717
95,ExpoSort,20,sorted,132.0234,1048575,524287,0,138.04712277227722,137.6717
96,ExpoSort,20,sorted,133.2296,1048575,524287,0,138.04712277227722,137.6717
97,ExpoSort,20,sorted,131.7666,1048575,524287,0,138.04712277227722,137.6717
98,ExpoSort,20,sorted,131.7043,1048575,524287,0,138.04712277227722,137.6717
99,ExpoSort,20,sorted,132.1597,1048575,524287,0,138.04712277227722,137.6717
100,ExpoSort,20,sorted,135.5867,1048575,524287,0,138.04712277227722,137.6717
101,ExpoSort,20,sorted,134.6105,1048575,524287,0,138.04712277227722,137.6717
1,ExpoSort,22,sorted,546.4049,4194303,2097151,0,545.9341653465347,549.2244
2,ExpoSort,22,sorted,547.9907,4194303,2097151,0,545.9341653465347,549.2244
3,ExpoSort,22,sorted,552.647,4194303,2097151,0,545.9341653465347,549.2244
4,ExpoSort,22,sorted,549.3171,4194303,2097151,0,545.9341653465347,549.2244
5,ExpoSort,22,sorted,554.5451,4194303,2097151,0,545.9341653465347,549.2244
6,ExpoSort,22,sorted,527.7818,4194303,2097151,0,545.9341653465347,549.2244
7,ExpoSort,22,sorted,540.8515,4194303,2097151,0,545.9341653465347,549.2244
8,ExpoSort,22,sorted,547.9355,4194303,2097151,0,545.9341653465347,549.2244
9,ExpoSort,22,sorted,549.008,4194303,2097151,0,545.9341653465347,549.2244
10,ExpoSort,22,sorted,546.3731,4194303,2097151,0,545.9341653465347,549.2244
11,ExpoSort,22,sorted,547.9261,4194303,2097151,0,545.9341653465347,549.2244
12,ExpoSort,22,sorted,549.874,4194303,2097151,0,545.9341653465347,549.2244
13,ExpoSort,22,sorted,557.4176,4194303,2097151,0,545.9341653465347,549.2244
14,ExpoSort,22,sorted,556.7474,4194303,2097151,0,545.9341653465347,549.2244
15,ExpoSort,22,sorted,554.4628,4194303,2097151,0,545.9341653465347,549.2244
16,ExpoSort,22,sorted,557.0419,4194303,2097151,0,545.9341653465347,549.2244
17,ExpoSort,22,sorted,557.2482,4194303,2097151,0,545.9341653465347,549.2244
18,ExpoSort,22,sorted,554.3922,4194303,2097151,0,545.9341653465347,549.2244
19,ExpoSort,22,sorted,540.305,4194303,2097151,0,545.9341653465347,549.2244
20,ExpoSort,22,sorted,535.6833,4194303,2097151,0,545.9341653465347,549.2244
21,ExpoSort,22,sorted,517.2652,4194303,2097151,0,545.9341653465347,549.2244
22,ExpoSort,22,sorted,525.9266,4194303,2097151,0,545.9341653465347,549.2244
23,ExpoSort,22,sorted,545.9205,4194303,2097151,0,545.9341653465347,549.2244
24,ExpoSort,22,sorted,557.8892,4194303,2097151,0,545.9341653465347,549.2244
25,ExpoSort,22,sorted,553.2121,4194303,2097151,0,545.9341653465347,549.2244
26,ExpoSort,22,sorted,558.3956,4194303,2097151,0,545.9341653465347,549.2244
27,ExpoSort,22,sorted,559.2896,4194303,2097151,0,545.9341653465347,549.2244
28,ExpoSort,22,sorted,562.2153,4194303,2097151,0,545.9341653465347,549.2244
29,ExpoSort,22,sorted,556.3831,4194303,2097151,0,545.9341653465347,549.2244
30,ExpoSort,22,sorted,555.7856,4194303,2097151,0,545.9341653465347,549.2244
31,ExpoSort,22,sorted,555.4351,4194303,2097151,0,545.9341653465347,549.2244
32,ExpoSort,22,sorted,556.8466,4194303,2097151,0,545.9341653465347,549.2244
33,ExpoSort,22,sorted,554.6462,4194303,2097151,0,545.9341653465347,549.2244
34,ExpoSort,22,sorted,553.5094,4194303,2097151,0,545.9341653465347,549.2244
35,ExpoSort,22,sorted,556.7845,4194303,2097151,0,545.9341653465347,549.2244
36,ExpoSort,22,sorted,550.0568,4194303,2097151,0,545.9341653465347,549.2244
37,ExpoSort,22,sorted,515.8413,4194303,2097151,0,545.9341653465347,549.2244
38,ExpoSort,22,sorted,525.2712,4194303,2097151,0,545.9341653465347,549.2244
39,ExpoSort,22,sorted,527.9725,4194303,2097151,0,545.9341653465347,549.2244
40,ExpoSort,22,sorted,544.2719,4194303,2097151,0,545.9341653465347,549.2244
41,ExpoSort,22,sorted,539.3317,4194303,2097151,0,545.9341653465347,549.2244
42,ExpoSort,22,sorted,553.6493,4194303,2097151,0,545.9341653465347,549.2244
43,ExpoSort,22,sorted,534.177,4194303,2097151,0,545.9341653465347,549.2244
44,ExpoSort,22,sorted,531.6863,4194303,2097151,0,545.9341653465347,549.2244
45,ExpoSort,22,sorted,536.9495,4194303,2097151,0,545.9341653465347,549.2244
46,ExpoSort,22,sorted,538.733,4194303,2097151,0,545.9341653465347,549.2244
47,ExpoSort,22,sorted,551.7848,4194303,2097151,0,545.9341653465347,549.2244
48,ExpoSort,22,sorted,557.9151,4194303,2097151,0,545.9341653465347,549.2244
49,ExpoSort,22,sorted,556.2071,4194303,2097151,0,545.9341653465347,549.2244
50,ExpoSort,22,sorted,520.1298,4194303,2097151,0,545.9341653465347,549.2244
51,ExpoSort,22,sorted,520.083,4194303,2097151,0,545.9341653465347,549.2244
52,ExpoSort,22,sorted,534.9621,4194303,2097151,0,545.9341653465347,549.2244
53,ExpoSort,22,sorted,543.7125,4194303,2097151,0,545.9341653465347,549.2244
54,ExpoSort,22,sorted,553.2151,4194303,2097151,0,545.9341653465347,549.2244
55,ExpoSort,22,sorted,522.182,4194303,2097151,0,545.9341653465347,549.2244
56,ExpoSort,22,sorted,533.4827,4194303,2097151,0,545.9341653465347,549.2244
57,ExpoSort,22,sorted,541.8706,4194303,2097151,0,545.9341653465347,549.2244
58,ExpoSort,22,sorted,555.1333,4194303,2097151,0,545.9341653465347,549.2244
59,ExpoSort,22,sorted,552.4163,4194303,2097151,0,545.9341653465347,549.2244
60,ExpoSort,22,sorted,543.0981,4194303,2097151,0,545.9341653465347,549.2244
61,ExpoSort,22,sorted,521.8142,4194303,2097151,0,545.9341653465347,549.2244
62,ExpoSort,22,sorted,524.194,4194303,2097151,0,545.9341653465347,549.2244
63,ExpoSort,22,sorted,528.0874,4194303,2097151,0,545.9341653465347,549.2244
64,ExpoSort,22,sorted,541.1386,4194303,2097151,0,545.9341653465347,549.2244
65,ExpoSort,22,sorted,539.9768,4194303,2097151,0,545.9341653465347,549.2244
66,ExpoSort,22,sorted,540.3092,4194303,2097151,0,545.9341653465347,549.2244
67,ExpoSort,22,sorted,542.7847,4194303,2097151,0,545.9341653465347,549.2244
68,ExpoSort,22,sorted,556.8726,4194303,2097151,0,545.9341653465347,549.2244
69,ExpoSort,22,sorted,543.5758,4194303,2097151,0,545.9341653465347,549.2244
70,ExpoSort,22,sorted,533.1738,4194303,2097151,0,545.9341653465347,549.2244
71,ExpoSort,22,sorted,522.4229,4194303,2097151,0,545.9341653465347,549.2244
72,ExpoSort,22,sorted,543.9854,4194303,2097151,0,545.9341653465347,549.2244
73,ExpoSort,22,sorted,542.418,4194303,2097151,0,545.9341653465347,549.2244
74,ExpoSort,22,sorted,540.9593,4194303,2097151,0,545.9341653465347,549.2244
75,ExpoSort,22,sorted,554.8967,4194303,2097151,0,545.9341653465347,549.2244
76,ExpoSort,22,sorted,559.5548,4194303,2097151,0,545.9341653465347,549.2244
77,ExpoSort,22,sorted,553.8488,4194303,2097151,0,545.9341653465347,549.2244
78,ExpoSort,22,sorted,557.5391,4194303,2097151,0,545.9341653465347,549.2244
79,ExpoSort,22,sorted,553.9053,4194303,2097151,0,545.9341653465347,549.2244
80,ExpoSort,22,sorted,553.779,4194303,2097151,0,545.9341653465347,549.2244
81,ExpoSort,22,sorted,540.2976,4194303,2097151,0,545.9341653465347,549.2244
82,ExpoSort,22,sorted,548.123,4194303,2097151,0,545.9341653465347,549.2244
83,ExpoSort,22,sorted,554.3847,4194303,2097151,0,545.9341653465347,549.2244
84,ExpoSort,22,sorted,560.2034,4194303,2097151,0,545.9341653465347,549.2244
85,ExpoSort,22,sorted,555.8505,4194303,2097151,0,545.9341653465347,549.2244
86,ExpoSort,22,sorted,554.7647,4194303,2097151,0,545.9341653465347,549.2244
87,ExpoSort,22,sorted,555.8861,4194303,2097151,0,545.9341653465347,549.2244
88,ExpoSort,22,sorted,528.4568,4194303,2097151,0,545.9341653465347,549.2244
89,ExpoSort,22,sorted,542.8928,4194303,2097151,0,545.9341653465347,549.2244
90,ExpoSort,22,sorted,540.7023,4194303,2097151,0,545.9341653465347,549.2244
91,ExpoSort,22,sorted,548.7662,4194303,2097151,0,545.9341653465347,549.2244
92,ExpoSort,22,sorted,552.9229,4194303,2097151,0,545.9341653465347,549.2244
93,ExpoSort,22,sorted,551.0565,4194303,2097151,0,545.9341653465347,549.2244
94,ExpoSort,22,sorted,548.8215,4194303,2097151,0,545.9341653465347,549.2244
95,ExpoSort,22,sorted,552.0003,4194303,2097151,0,545.9341653465347,549.2244
96,ExpoSort,22,sorted,554.7608,4194303,2097151,0,545.9341653465347,549.2244
97,ExpoSort,22,sorted,554.7332,4194303,2097151,0,545.9341653465347,549.2244
98,ExpoSort,22,sorted,549.2244,4194303,2097151,0,545.9341653465347,549.2244
99,ExpoSort,22,sorted,552.6506,4194303,2097151,0,545.9341653465347,549.2244
100,ExpoSort,22,sorted,556.7697,4194303,2097151,0,545.9341653465347,549.2244
101,ExpoSort,22,sorted,553.2555,4194303,2097151,0,545.9341653465347,549.2244
1,ExpoSort,24,sorted,2123.4809,16777215,8388607,0,2155.4210792079207,2158.8525
2,ExpoSort,24,sorted,2155.9965,16777215,8388607,0,2155.4210792079207,2158.8525
3,ExpoSort,24,sorted,2173.0143,16777215,8388607,0,2155.4210792079207,2158.8525
4,ExpoSort,24,sorted,2194.2503,16777215,8388607,0,2155.4210792079207,2158.8525
5,ExpoSort,24,sorted,2186.4531,16777215,8388607,0,2155.4210792079207,2158.8525
6,ExpoSort,24,sorted,2148.1523,16777215,8388607,0,2155.4210792079207,2158.8525
7,ExpoSort,24,sorted,2104.4446,16777215,8388607,0,2155.4210792079207,2158.8525
8,ExpoSort,24,sorted,2199.1926,16777215,8388607,0,2155.4210792079207,2158.8525
9,ExpoSort,24,sorted,2199.7733,16777215,8388607,0,2155.4210792079207,2158.8525
10,ExpoSort,24,sorted,2206.7637,16777215,8388607,0,2155.4210792079207,2158.8525
11,ExpoSort,24,sorted,2185.0577,16777215,8388607,0,2155.4210792079207,2158.8525
12,ExpoSort,24,sorted,2223.9425,16777215,8388607,0,2155.4210792079207,2158.8525
13,ExpoSort,24,sorted,2233.2979,16777215,8388607,0,2155.4210792079207,2158.8525
14,ExpoSort,24,sorted,2198.8288,16777215,8388607,0,2155.4210792079207,2158.8525
15,ExpoSort,24,sorted,2220.392,16777215,8388607,0,2155.4210792079207,2158.8525
16,ExpoSort,24,sorted,2206.4028,16777215,8388607,0,2155.4210792079207,2158.8525
17,ExpoSort,24,sorted,2094.9594,16777215,8388607,0,2155.4210792079207,2158.8525
18,ExpoSort,24,sorted,2161.9454,16777215,8388607,0,2155.4210792079207,2158.8525
19,ExpoSort,24,sorted,2217.4467,16777215,8388607,0,2155.4210792079207,2158.8525
20,ExpoSort,24,sorted,2222.2035,16777215,8388607,0,2155.4210792079207,2158.8525
21,ExpoSort,24,sorted,2221.497,16777215,8388607,0,2155.4210792079207,2158.8525
22,ExpoSort,24,sorted,2144.1085,16777215,8388607,0,2155.4210792079207,2158.8525
23,ExpoSort,24,sorted,2100.2246,16777215,8388607,0,2155.4210792079207,2158.8525
24,ExpoSort,24,sorted,2205.36,16777215,8388607,0,2155.4210792079207,2158.8525
25,ExpoSort,24,sorted,2124.7029,16777215,8388607,0,2155.4210792079207,2158.8525
26,ExpoSort,24,sorted,2165.9949,16777215,8388607,0,2155.4210792079207,2158.8525
27,ExpoSort,24,sorted,2129.1672,16777215,8388607,0,2155.4210792079207,2158.8525
28,ExpoSort,24,sorted,2171.9262,16777215,8388607,0,2155.4210792079207,2158.8525
29,ExpoSort,24,sorted,2196.2846,16777215,8388607,0,2155.4210792079207,2158.8525
30,ExpoSort,24,sorted,2156.0756,16777215,8388607,0,2155.4210792079207,2158.8525
31,ExpoSort,24,sorted,2113.6778,16777215,8388607,0,2155.4210792079207,2158.8525
32,ExpoSort,24,sorted,2165.9597,16777215,8388607,0,2155.4210792079207,2158.8525
33,ExpoSort,24,sorted,2092.1401,16777215,8388607,0,2155.4210792079207,2158.8525
34,ExpoSort,24,sorted,2142.7641,16777215,8388607,0,2155.4210792079207,2158.8525
35,ExpoSort,24,sorted,2182.8901,16777215,8388607,0,2155.4210792079207,2158.8525
36,ExpoSort,24,sorted,2108.2544,16777215,8388607,0,2155.4210792079207,2158.8525
37,ExpoSort,24,sorted,2061.5562,16777215,8388607,0,2155.4210792079207,2158.8525
38,ExpoSort,24,sorted,2184.4417,16777215,8388607,0,2155.4210792079207,2158.8525
39,ExpoSort,24,sorted,2147.5758,16777215,8388607,0,2155.4210792079207,2158.8525
40,ExpoSort,24,sorted,2149.2859,16777215,8388607,0,2155.4210792079207,2158.8525
41,ExpoSort,24,sorted,2108.1986,16777215,8388607,0,2155.4210792079207,2158.8525
42,ExpoSort,24,sorted,2174.4352,16777215,8388607,0,2155.4210792079207,2158.8525
43,ExpoSort,24,sorted,2168.5627,16777215,8388607,0,2155.4210792079207,2158.8525
44,ExpoSort,24,sorted,2131.7397,16777215,8388607,0,2155.4210792079207,2158.8525
45,ExpoSort,24,sorted,2121.6105,16777215,8388607,0,2155.4210792079207,2158.8525
46,ExpoSort,24,sorted,2084.0092,16777215,8388607,0,2155.4210792079207,2158.8525
47,ExpoSort,24,sorted,2103.941,16777215,8388607,0,2155.4210792079207,2158.8525
48,ExpoSort,24,sorted,2098.1965,16777215,8388607,0,2155.4210792079207,2158.8525
49,ExpoSort,24,sorted,2153.7423,16777215,8388607,0,2155.4210792079207,2158.8525
50,ExpoSort,24,sorted,2178.5848,16777215,8388607,0,2155.4210792079207,2158.8525
51,ExpoSort,24,sorted,2159.2147,16777215,8388607,0,2155.4210792079207,2158.8525
52,ExpoSort,24,sorted,2133.1548,16777215,8388607,0,2155.4210792079207,2158.8525
53,ExpoSort,24,sorted,2128.6813,16777215,8388607,0,2155.4210792079207,2158.8525
54,ExpoSort,24,sorted,2118.2664,16777215,8388607,0,2155.4210792079207,2158.8525
55,ExpoSort,24,sorted,2203.7057,16777215,8388607,0,2155.4210792079207,2158.8525
56,ExpoSort,24,sorted,2223.7223,16777215,8388607,0,2155.4210792079207,2158.8525
57,ExpoSort,24,sorted,2216.6072,16777215,8388607,0,2155.4210792079207,2158.8525
58,ExpoSort,24,sorted,2168.1039,16777215,8388607,0,2155.4210792079207,2158.8525
59,ExpoSort,24,sorted,2139.6621,16777215,8388607,0,2155.4210792079207,2158.8525
60,ExpoSort,24,sorted,2166.0971,16777215,8388607,0,2155.4210792079207,2158.8525
61,ExpoSort,24,sorted,2079.411,16777215,8388607,0,2155.4210792079207,2158.8525
62,ExpoSort,24,sorted,2145.8047,16777215,8388607,0,2155.4210792079207,2158.8525
63,ExpoSort,24,sorted,2119.5674,16777215,8388607,0,2155.4210792079207,2158.8525
64,ExpoSort,24,sorted,2140.2008,16777215,8388607,0,2155.4210792079207,2158.8525
65,ExpoSort,24,sorted,2159.206,16777215,8388607,0,2155.4210792079207,2158.8525
66,ExpoSort,24,sorted,2158.8525,16777215,8388607,0,2155.4210792079207,2158.8525
67,ExpoSort,24,sorted,2175.511,16777215,8388607,0,2155.4210792079207,2158.8525
68,ExpoSort,24,sorted,2162.9267,16777215,8388607,0,2155.4210792079207,2158.8525
69,ExpoSort,24,sorted,2108.3639,16777215,8388607,0,2155.4210792079207,2158.8525
70,ExpoSort,24,sorted,2147.6736,16777215,8388607,0,2155.4210792079207,2158.8525
71,ExpoSort,24,sorted,2070.0868,16777215,8388607,0,2155.4210792079207,2158.8525
